ID,Name,Concepticon_ID,Concepticon_Gloss,concepticon_proposed,semantic_field
endenV,enden::V,1928,CEASE,CEASE,TIME
wechselnV,wechseln::V,2857,CHANGE (BECOME DIFFERENT),CHANGE_(BECOME_DIFFERENT),TIME
aufgehenSonneV,aufgehen[Sonne]::V,,,RISE_(MOVE_UPWARDS),MOVEMENT
untergehenSonneV,untergehen[Sonne]::V,160,SET (HEAVENLY BODIES),SET_(HEAVENLY_BODIES),NATURE
scheinenSonneV,scheinen[Sonne]::V,708,SHINE,SHINE,NATURE
donnernV,donnern::V,2378,THUNDER (VERB),THUNDER_(VERB),NATURE
wehenV,wehen::V,175,BLOW (OF WIND),BLOW_(OF_WIND),NATURE
stromenV,strömen::V,2858,STREAM (FLOW CONTINUOUSLY),FLOW_(OF_RIVER),MOVEMENT
flieenV,fließen::V,2003,FLOW,FLOW,MOVEMENT
sichdrehenV,sich drehen::V,,,REVOLVE,MOVEMENT
schwankenV,schwanken::V,573,SWAY,SWAY,MOVEMENT
schwingenV,schwingen::V,2871,SWING (MOVEMENT),SWING_(MOVEMENT),MOVEMENT
fallenV,fallen::V,1280,FALL,FALL,MOVEMENT
brennenV,brennen::V,1428,BURNING,BURNING,NATURE
rauchenV,rauchen::V,2859,SMOKE (EMIT SMOKE),SMOKE_(EMIT_SMOKE),NATURE
regnenV,regnen::V,1253,RAIN (RAINING),RAIN_(RAINING),NATURE
gefrierenV,gefrieren::V,1431,FREEZE,FREEZE,NATURE
tauenV,tauen::V,2887,THAW (DEW),THAW,NATURE
schmelzenV,schmelzen::V,2334,MELT,MELT,NATURE
trocknenV,trocknen::V,1786,DRY UP,DRY_UP,QUALITIES
siedenV,sieden::V,792,BOIL (OF LIQUID),BOIL_(OF_LIQUID),NATURE
faulenV,faulen::V,569,SPOIL (BECOME SPOILED),SPOIL_(BECOME_SPOILED),NATURE
verfaulenV,verfaulen::V,2907,ROT,DECAY,NATURE
reienV,reißen::V,460,BREAK (OF ROPE),SNAP_(INTO_BITS),NATURE
versinkenV,versinken::V,2908,SINK (DISAPPEAR IN WATER),SINK_(IN_WATER),MOVEMENT
vergehenV,vergehen::V,1951,PASS,PASS,TIME
erscheinenV,erscheinen::V,1076,EMERGE (APPEAR),APPEAR,SENSES
verschwindenV,verschwinden::V,485,DISAPPEAR,DISAPPEAR,SENSES
sinkenV,sinken::V,1088,SINK (DESCEND),DROP_(MOVEMENT),MANIPULATION
abnehmenV,abnehmen::V,2864,DECREASE,DECREASE,MATHEMATICS
zunehmenV,zunehmen::V,1041,INCREASE,INCREASE,MATHEMATICS
steigenV,steigen::V,568,RISE (MOVE UPWARDS),RISE_(MOVEMENT),NATURE
wachsenV,wachsen::V,479,GROW,GROW,PLANTS
glanzenV,glänzen::V,,,SHINE_(OF_METAL),SENSES
funkelnV,funkeln::V,2889,TWINKLE,TWINKLE,SENSES
larmenV,lärmen::V,,,BE_NOISY,SENSES
lautenV,läuten::V,2897,CHIME (ACTION),CHIME,SENSES
klingelnV,klingeln::V,2875,RING (MAKE SOUND),RING_(SIGNAL),SENSES
klirrenV,klirren::V,2888,TINKLE,TINKLE,SENSES
brausenV,brausen::V,2876,ROAR (OF SEA),ROAR_(OF_SEA),SENSES
rauschenV,rauschen::V,2877,RUSTLE (OF LEAVES),RUSTLE_(OF_LEAVES),SENSES
klingenV,klingen::V,2879,SOUND (OF INSTRUMENT OR VOICE),SOUND_(OF_INSTRUMENT),SENSES
bellenV,bellen::V,1206,BARKING,BARKING,ANIMALS
heulenV,heulen::V,526,HOWL,HOWL,ANIMALS
blasenV,blasen::V,176,BLOW (WITH MOUTH),BLOW_(WITH_MOUTH),HUMAN BODY
pfeifenV,pfeifen::V,1025,WHISTLE,WHISTLE,HUMAN BODY
schreienV,schreien::V,715,SHOUT,SHOUT,HUMAN BODY
stohnenV,stöhnen::V,716,GROAN,GROAN,HUMAN BODY
zitternV,zittern::V,52,SHIVER,TREMBLE,HUMAN BODY
lebenV,leben::V,1422,BE ALIVE,BE_ALIVE,RELIGION
geborenwerdenV,geboren werden::V,1090,BE BORN,BE_BORN,RELIGION
atmenV,atmen::V,1407,BREATHE,BREATHE,HUMAN BODY
trinkenV,trinken::V,1401,DRINK,DRINK,HUMAN BODY
essenV,essen::V,1336,EAT,EAT,HUMAN BODY
schluckenV,schlucken::V,897,SWALLOW,SWALLOW,HUMAN BODY
mudewerdenV,müde werden::V,1996,GET TIRED,GET_TIRED,HUMAN BODY
einschlafenV,einschlafen::V,1106,FALL ASLEEP,FALL_ASLEEP,HUMAN BODY
schlafenV,schlafen::V,1585,SLEEP,SLEEP,HUMAN BODY
aufwachenV,aufwachen::V,,,WAKE_UP,HUMAN BODY
aufstehenV,aufstehen::V,,,ARISE_(FROM_SLEEP),HUMAN BODY
sicherholenV,sich erholen::V,168,REST,REST,HUMAN BODY
krankwerdenV,krank werden::V,2327,BECOME SICK,BECOME_SICK,HUMAN BODY
krankseinV,krank sein::V,,,BE_ILL,HUMAN BODY
schmerzenV,schmerzen::V,1815,ACHE,ACHE,HUMAN BODY
hustenV,husten::V,879,COUGH,COUGH,HUMAN BODY
genesenV,genesen::V,1978,RECOVER,RECOVER,HUMAN BODY
sterbenV,sterben::V,1494,DIE,DIE,RELIGION
umkommenV,umkommen::V,2865,DIE (FROM ACCIDENT),PERISH_(OF_HUMAN),RELIGION
sichbewegenV,sich bewegen::V,2874,MOVE (ONESELF),MOVE_(OF_PERSON),MOVEMENT
sichruhrenV,sich rühren::V,2861,BUDGE (ONESELF),BUDGE,MOVEMENT
sicherhebenV,sich erheben::V,570,STAND UP,STAND_UP,MOVEMENT
sichsetzenV,sich setzen::V,1649,SIT DOWN,SIT_DOWN,MOVEMENT
hinfallenV,hinfallen::V,2894,TUMBLE (FALL DOWN),TUMBLE,MOVEMENT
laufenV,laufen::V,1443,WALK,WALK,MOVEMENT
schreitenV,schreiten::V,2065,STEP (VERB),STEP_(VERB),MOVEMENT
spazierengehenV,spazierengehen::V,2890,WALK (TAKE A WALK),TAKE_A_WALK,MOVEMENT
eilenV,eilen::V,2860,BOLT (MOVE IN HASTE),MOVE_IN_HASTE,MOVEMENT
sichbeeilenV,sich beeilen::V,754,HURRY,HURRY_UP,MOVEMENT
sausenV,sausen::V,2863,DASH (OF VEHICLE),DASH_(OF_VEHICLE),MOVEMENT
rennenV,rennen::V,1519,RUN,RUN,MOVEMENT
springenV,springen::V,1829,JUMP,JUMP,MOVEMENT
kletternV,klettern::V,1102,CLIMB,CLIMB,MOVEMENT
schaukelnV,schaukeln::V,,,SEESAW_(ACTION),MOVEMENT
kriechenV,kriechen::V,96,CRAWL,CRAWL,MOVEMENT
schwimmenV,schwimmen::V,1439,SWIM,SWIM,MOVEMENT
tauchenV,tauchen::V,119,DIVE,DIVE,MOVEMENT
rudernV,rudern::V,1849,ROW,ROW,TRAVEL
fahrenV,fahren::V,741,DRIVE,DRIVE,SUBSISTENCE
fliegenV,fliegen::V,1441,FLY (MOVE THROUGH AIR),FLY_(MOVE_THROUGH_AIR),MOVEMENT
gehenV,gehen::V,695,GO,GO,MOVEMENT
weggehenV,weggehen::V,1752,LEAVE,LEAVE,MOVEMENT
abfahrenV,abfahren::V,,,DEPART,MOVEMENT
anhaltenV,anhalten::V,2880,HALT (STOP),STOP_(OF_MOVEMENT),MOVEMENT
hineingehenV,hineingehen::V,749,ENTER,GO_INSIDE,MOVEMENT
eintretenV,eintreten::V,,,ENTER,MOVEMENT
kommenV,kommen::V,1446,COME,COME,MOVEMENT
ankommenV,ankommen::V,1387,ARRIVE,ARRIVE,MOVEMENT
zuruckkommenV,zurückkommen::V,581,COME BACK,COME_BACK,MOVEMENT
bleibenV,bleiben::V,987,REMAIN,REMAIN,MOVEMENT
wartenV,warten::V,,,WAIT_(FOR),THINKING
erwartenV,erwarten::V,1590,WAIT (FOR),AWAIT,THINKING
suchenV,suchen::V,1468,LOOK FOR,LOOK_FOR,THINKING
findenV,finden::V,719,FIND,FIND,THINKING
versuchenV,versuchen::V,1812,TRY,TRY,THINKING
vorbereitenV,vorbereiten::V,2909,PREPARE,PREPARE,THINKING
liebenV,lieben::V,923,LOVE,LOVE,EMOTIONS
mogenV,mögen::V,1117,LIKE,LIKE,EMOTIONS
lachenV,lachen::V,1355,LAUGH,LAUGH,EMOTIONS
ruhrenV,rühren::V,2873,MOVE (AFFECT EMOTIONALLY),MOVE_EMOTIONALLY,EMOTIONS
weinenV,weinen::V,1839,CRY,CRY,EMOTIONS
schimpfenV,schimpfen::V,,,GRUMBLE,EMOTIONS
sichargernV,sich ärgern::V,2223,BE ANGRY,BE_ANNOYED,EMOTIONS
sichfurchtenV,sich fürchten::V,1419,FEAR (BE AFRAID),BE_AFRAID,EMOTIONS
furchtenV,fürchten::V,,,FEAR_(BE_AFRAID),EMOTIONS
fliehenV,fliehen::V,956,FLEE,FLEE,EMOTIONS
fluchtenV,flüchten::V,1615,ESCAPE,ESCAPE,MOVEMENT
sehenV,sehen::V,1409,SEE,SEE,SENSES
anschauenV,anschauen::V,1819,LOOK,LOOK,SENSES
ansehenV,ansehen::V,1650,WATCH,WATCH,SENSES
horenV,hören::V,1408,HEAR,HEAR,SENSES
zuhorenV,zuhören::V,1608,LISTEN,LISTEN,SENSES
probierenV,probieren::V,21,TASTE (SOMETHING),TASTE_(SOMETHING),SENSES
riechenV,riechen::V,1586,SMELL (PERCEIVE),SMELL_(PERCEIVE),SENSES
fuhlenV,fühlen::V,2559,FEEL (TACTUALLY),FEEL_(TACTUALLY),SENSES
scheinenV,scheinen::V,1521,SEEM,SEEM,SENSES
zusehenseinV,zu sehen sein::V,,,VISIBLE,SENSES
vernehmenV,vernehmen::V,,,HEAR_(INFORMATION),SENSES
frierenV,frieren::V,,,SHIVER,SENSES
tunV,tun::V,813,DO,DO,MODALITY
konnenV,können::V,972,BE ABLE,BE_ABLE,MODALITY
wollenV,wollen::V,1784,WANT,WANT,MODALITY
anfangenV,anfangen::V,1806,BEGIN,BEGIN,MODALITY
beendenV,beenden::V,1766,FINISH,FINISH,MODALITY
aufhorenV,aufhören::V,,,STOP_(OF_ACTIVITY),MODALITY
gelingenV,gelingen::V,1112,SUCCEED,SUCCEED,MODALITY
geratenV,geraten::V,1723,RESULT IN,RESULT_IN,MODALITY
offnenV,öffnen::V,1156,OPEN,OPEN,MANIPULATION
schlieenV,schließen::V,1046,SHUT,SHUT,MANIPULATION
stellenV,stellen::V,998,PUT,PUT,MANIPULATION
setzenV,setzen::V,,,CAUSE_TO_SIT,MANIPULATION
legenV,legen::V,2071,LAY (VERB),LAY_(VERB),MANIPULATION
beruhrenV,berühren::V,1892,TOUCH,TOUCH,MANIPULATION
verbindenV,verbinden::V,2862,CONNECT,CONNECT,MANIPULATION
bedeckenV,bedecken::V,761,COVER,COVER,MANIPULATION
aufhangenV,aufhängen::V,357,HANG UP,HANG_UP,MANIPULATION
anzundenV,anzünden::V,737,LIGHT (IGNITE),LIGHT_(IGNITE),MANIPULATION
aufhebenV,aufheben::V,371,PICK UP,PICK_UP,MANIPULATION
zurucklassenV,zurücklassen::V,,,LEAVE_(SOMETHING),MANIPULATION
verlierenV,verlieren::V,1660,LOSE,LOSE_(SOMETHING),MANIPULATION
fallenlassenV,fallen lassen::V,2866,DROP (SOMETHING),DROP_(SOMETHING),MOVEMENT
machenV,machen::V,734,MAKE,MAKE,CRAFTS
herstellenV,herstellen::V,2886,PRODUCE,PRODUCE,CRAFTS
bauenV,bauen::V,1840,BUILD,BUILD,CRAFTS
reparierenV,reparieren::V,2243,REPAIR,REPAIR,CRAFTS
verbessernV,verbessern::V,2872,IMPROVE (SOMETHING),IMPROVE_(SOMETHING),THINKING
andernV,ändern::V,1264,CHANGE,CHANGE,CLASSIFICATION
grabenV,graben::V,1418,DIG,DIG,MANIPULATION
beugenV,beugen::V,,,BEND,MANIPULATION
biegenV,biegen::V,2224,BEND (SOMETHING),BEND_(SOMETHING),MANIPULATION
drehenV,drehen::V,,,TURN_(SOMETHING),MANIPULATION
wendenV,wenden::V,1445,TURN (SOMETHING),FLIP,MANIPULATION
umdrehenV,umdrehen::V,1444,TURN AROUND,TURN_AROUND_(SOMETHING),MANIPULATION
hebenV,heben::V,,,RAISE,MANIPULATION
hochhebenV,hochheben::V,501,LIFT,LIFT,MANIPULATION
ergreifenV,ergreifen::V,855,SEIZE,GRASP,MANIPULATION
haltenV,halten::V,1448,HOLD,HOLD,MANIPULATION
druckenV,drücken::V,1913,PRESS,PRESS,MANIPULATION
schiebenV,schieben::V,1452,PUSH,PUSH,MANIPULATION
kratzenV,kratzen::V,1767,SCRAPE,SCRAPE,MANIPULATION
leckenV,lecken::V,319,LICK,LICK,MANIPULATION
beienV,beißen::V,1403,BITE,BITE,MANIPULATION
abreienV,abreißen::V,,,TEAR_(SHRED),MANIPULATION
abschneidenV,abschneiden::V,,,CUT_OFF,MANIPULATION
bindenV,binden::V,1917,TIE,TIE,MANIPULATION
steckenV,stecken::V,,,STICK_(SOMETHING),MANIPULATION
brechenV,brechen::V,680,BREAK (DESTROY OR GET DESTROYED),BREAK_(DESTROY_OR_GET_DESTROYED),MANIPULATION
klopfenV,klopfen::V,2396,KNOCK,KNOCK,MANIPULATION
hauenV,hauen::V,1433,HIT,HIT,MANIPULATION
klebenV,kleben::V,1069,GLUE,GLUE_(SOMETHING),MANIPULATION
reibenV,reiben::V,1449,RUB,RUB,MANIPULATION
streichenV,streichen::V,38,SPREAD OUT,SPREAD_(SOMETHING),MANIPULATION
schleifenV,schleifen::V,251,SHARPEN (SOMETHING),SHARPEN (SOMETHING),MANIPULATION
schneidenV,schneiden::V,1432,CUT,CUT,MANIPULATION
ruttelnV,rütteln::V,2899,JOG (SOMETHING),JOG,MANIPULATION
schuttelnV,schütteln::V,1909,SHAKE,SHAKE,MANIPULATION
schwenkenV,schwenken::V,2901,SWING (SOMETHING),SWING_(SOMETHING),MANIPULATION
schuttenV,schütten::V,1487,POUR,POUR,MANIPULATION
fullenV,füllen::V,2006,FILL,FILL,MANIPULATION
einwickelnV,einwickeln::V,1113,WRAP,WRAP,MANIPULATION
tragenV,tragen::V,700,CARRY,CARRY,MANIPULATION
schleppenV,schleppen::V,2030,DRAG,DRAG,MANIPULATION
ziehenV,ziehen::V,1455,PULL,PULL,MANIPULATION
aufbewahrenV,aufbewahren::V,1477,KEEP,KEEP,MANIPULATION
werfenV,werfen::V,1456,THROW,THROW,MANIPULATION
fangenV,fangen::V,702,CATCH,CATCH,SUBSISTENCE
packenV,packen::V,,,GRAB_(SOMETHING),MANIPULATION
versteckenV,verstecken::V,2485,HIDE (ONESELF),HIDE_(CONCEAL),MANIPULATION
teilenV,teilen::V,1119,DIVIDE,DIVIDE,MANIPULATION
schickenV,schicken::V,1127,SEND,SEND,MANIPULATION
bringenV,bringen::V,692,BRING,BRING,MANIPULATION
hinzufugenV,hinzufügen::V,2882,ADD,ADD,MANIPULATION
bekommenV,bekommen::V,,,GET,MANIPULATION
erhaltenV,erhalten::V,694,GET,RECEIVE,MANIPULATION
nehmenV,nehmen::V,1749,TAKE,TAKE,MANIPULATION
wahlenV,wählen::V,1750,CHOOSE,CHOOSE,MANIPULATION
auswahlenV,auswählen::V,,,SELECT,MANIPULATION
bewahrenV,bewahren::V,1997,PRESERVE,PRESERVE,MANIPULATION
behindernV,behindern::V,554,HINDER,HINDER,NEGATIVE INTERACTION
verderbenV,verderben::V,92,SPOIL (SOMEBODY OR SOMETHING),SPOIL_(SOMEBODY_OR_SOMETHING),THINKING
beschadigenV,beschädigen::V,1116,DAMAGE,DAMAGE,MANIPULATION
zerbrechenV,zerbrechen::V,2558,BREAK (CLEAVE),BREAK_(CLEAVE),MANIPULATION
zerreienV,zerreißen::V,1735,TEAR (SHRED),SHRED,MANIPULATION
zerstorenV,zerstören::V,681,DESTROY,DESTROY,MANIPULATION
verbrennenV,verbrennen::V,141,BURN (SOMETHING),BURN_(SOMETHING),MANIPULATION
gebenV,geben::V,1447,GIVE,GIVE,POSITIVE INTERACTION
reichenV,reichen::V,,,PASS_(SOMETHING),POSITIVE INTERACTION
schenkenV,schenken::V,196,DONATE,DONATE,POSITIVE INTERACTION
versprechenV,versprechen::V,1675,PROMISE,PROMISE,POSITIVE INTERACTION
wunschenV,wünschen::V,,,WISH_(SOMEONE_SOMETHING),POSITIVE INTERACTION
lobenV,loben::V,1687,PRAISE,PRAISE,POSITIVE INTERACTION
kussenV,küssen::V,578,KISS,KISS,POSITIVE INTERACTION
wiegenV,wiegen::V,,,ROCK_(A_CHILD),POSITIVE INTERACTION
zudeckenV,zudecken::V,,,COVER_(A_CHILD),POSITIVE INTERACTION
weckenV,wecken::V,1602,WAKE UP,WAKE,POSITIVE INTERACTION
zeigenV,zeigen::V,1039,SHOW,SHOW,POSITIVE INTERACTION
fuhrenV,führen::V,,,GUIDE_(TO_DESTINATION),POSITIVE INTERACTION
lehrenV,lehren::V,709,TEACH,TEACH,POSITIVE INTERACTION
unterrichtenV,unterrichten::V,,,INSTRUCT,POSITIVE INTERACTION
aufziehenV,aufziehen::V,2134,RAISE (A CHILD),RAISE_(A_CHILD),POSITIVE INTERACTION
leitenV,leiten::V,43,LEAD (GUIDE),LEAD_(GUIDE),POSITIVE INTERACTION
antreibenV,antreiben::V,2881,URGE (SOMEONE),URGE_(SOMEONE),POSITIVE INTERACTION
lassenV,lassen::V,2896,CAUSE TO (LET),CAUSE_SOMEONE_TO,POSITIVE INTERACTION
einladenV,einladen::V,1611,INVITE,INVITE,POSITIVE INTERACTION
vereinigenV,vereinigen::V,1743,JOIN,JOIN,POSITIVE INTERACTION
besuchenV,besuchen::V,1377,VISIT,VISIT,POSITIVE INTERACTION
treffenV,treffen::V,1831,MEET,ENCOUNTER,POSITIVE INTERACTION
sichversammelnV,sich versammeln::V,,,MEET,POSITIVE INTERACTION
spielenV,spielen::V,1413,PLAY,PLAY,POSITIVE INTERACTION
singenV,singen::V,1261,SING,SING,POSITIVE INTERACTION
tanzenV,tanzen::V,1879,DANCE,DANCE,POSITIVE INTERACTION
sichtrennenV,sich trennen::V,1359,SEPARATE,PART_WAYS,NEGATIVE INTERACTION
verlassenV,verlassen::V,,,LEAVE_(SOMEONE),NEGATIVE INTERACTION
rettenV,retten::V,2008,RESCUE,RESCUE,POSITIVE INTERACTION
bewachenV,bewachen::V,1940,GUARD,GUARD_(SOMEONE),WARFARE
schutzenV,schützen::V,2900,PROTECT,PROTECT,WARFARE
verteidigenV,verteidigen::V,1330,DEFEND,DEFEND,WARFARE
sichschlagenV,sich schlagen::V,2902,BRAWL (FIGHT),BRAWL,NEGATIVE INTERACTION
schieenV,schießen::V,1172,SHOOT,SHOOT,WARFARE
siegenV,siegen::V,866,WIN,WIN,WARFARE
argernV,ärgern::V,2892,MAKE ANGRY (ANNOY),ANNOY,NEGATIVE INTERACTION
schlagenV,schlagen::V,1665,BEAT,BEAT,NEGATIVE INTERACTION
tretenV,treten::V,1135,KICK,KICK,NEGATIVE INTERACTION
stechenV,stechen::V,571,STING,STING,NEGATIVE INTERACTION
stoenV,stoßen::V,,,SHOVE_(SOMEONE),NEGATIVE INTERACTION
stehlenV,stehlen::V,713,STEAL,STEAL,NEGATIVE INTERACTION
storenV,stören::V,2883,DISTURB,DISTURB_(SOMEONE),NEGATIVE INTERACTION
belastigenV,belästigen::V,2869,BOTHER (HARASS),BOTHER,NEGATIVE INTERACTION
verbergenV,verbergen::V,602,HIDE (CONCEAL),CONCEAL,NEGATIVE INTERACTION
tauschenV,täuschen::V,,,DECEIVE,THINKING
betrugenV,betrügen::V,1902,BETRAY,BETRAY,NEGATIVE INTERACTION
totenV,töten::V,1417,KILL,KILL,NEGATIVE INTERACTION
wohnenV,wohnen::V,363,"DWELL (LIVE, RESIDE)","DWELL_(LIVE,_RESIDE)",HOUSING
arbeitenV,arbeiten::V,1086,WORK (ACTIVITY),WORK_(ACTIVITY),SOCIAL RELATIONS
sammelnV,sammeln::V,7,GATHER,GATHER,SUBSISTENCE
pfluckenV,pflücken::V,2148,PICK,PICK,SUBSISTENCE
jagenV,jagen::V,1435,HUNT,HUNT,SUBSISTENCE
fischenV,fischen::V,2638,FISHING,CATCH_FISH,SUBSISTENCE
fassenV,fassen::V,,,CATCH_(AN_ANIMAL),MANIPULATION
hutenV,hüten::V,2885,HERD (SOMETHING),HERD_(CATTLE),SUBSISTENCE
treibenV,treiben::V,2868,DRIVE (CATTLE),DRIVE_(CATTLE),TRAVEL
anbindenV,anbinden::V,2891,TIE UP (TETHER),TIE_UP,SUBSISTENCE
futternV,füttern::V,739,FEED,FEED,SUBSISTENCE
melkenV,melken::V,93,DRAW MILK,DRAW_MILK,SUBSISTENCE
hackenV,hacken::V,155,CHOP,CHOP,SUBSISTENCE
gieenV,gießen::V,,,WATER_(A_PLANT),SUBSISTENCE
reifenV,reifen::V,179,RIPEN,RIPEN,PLANTS
zubereitenV,zubereiten::V,1100,COOK (SOMETHING),COOK_(SOMETHING),SUBSISTENCE
kochenV,kochen::V,2492,BOIL (SOMETHING),BOIL_(SOMETHING),SUBSISTENCE
backenV,backen::V,183,BAKE,BAKE,SUBSISTENCE
bratenV,braten::V,991,FRY,FRY,SUBSISTENCE
umruhrenV,umrühren::V,696,STIR,STIR_(SOMETHING),SUBSISTENCE
strickenV,stricken::V,2905,KNIT,KNIT,CLOTHING
nahenV,nähen::V,1457,SEW,SEW,CLOTHING
farbenV,färben::V,157,DYE,DYE,CLOTHING
reinigenV,reinigen::V,2235,CLEAN (SOMETHING),CLEAN_(SOMETHING),QUALITIES
waschenV,waschen::V,1453,WASH,WASH,HYGIENE
abwischenV,abwischen::V,1454,WIPE,WIPE,HYGIENE
spulenV,spülen::V,2904,RINSE,RINSE,HYGIENE
fegenV,fegen::V,230,SWEEP,SWEEP,HYGIENE
kehrenV,kehren::V,,,SWEEP_(SOMETHING),MANIPULATION
badenV,baden::V,138,BATHE,BATHE,HYGIENE
sichwaschenV,sich waschen::V,,,WASH_(ONESELF),HYGIENE
ausziehenV,ausziehen::V,,,TAKE_OFF,CLOTHING
anziehenV,anziehen::V,158,PUT ON,PUT_ON,CLOTHING
sichanziehenV,sich anziehen::V,,,DRESS_UP,CLOTHING
kammenV,kämmen::V,2070,COMB (VERB),COMB_(VERB),HYGIENE
schmuckenV,schmücken::V,1739,DECORATE,DECORATE,HYGIENE
sagenV,sagen::V,1458,SAY,SAY,LANGUAGE
sprechenV,sprechen::V,1623,SPEAK,SPEAK,LANGUAGE
redenV,reden::V,2708,TALK,TALK_(TO_SOMEONE),LANGUAGE
sichunterhaltenV,sich unterhalten::V,2903,CHAT (WITH SOMEBODY),CHAT_(ACTIVITY),LANGUAGE
fragenV,fragen::V,1309,ASK (INQUIRE),ASK_(INQUIRE),LANGUAGE
bittenV,bitten::V,1828,ASK (REQUEST),ASK_(REQUEST),LANGUAGE
erzahlenV,erzählen::V,1711,TELL,TELL,LANGUAGE
mitteilenV,mitteilen::V,2898,CONVEY (A MESSAGE),CONVEY_(A_MESSAGE),LANGUAGE
nennenV,nennen::V,180,CALL BY NAME,CALL_BY_NAME,LANGUAGE
rufenV,rufen::V,1084,CALL,CALL,LANGUAGE
prahlenV,prahlen::V,101,BOAST,BOAST,LANGUAGE
ubersetzenV,übersetzen::V,2906,TRANSLATE,TRANSLATE,LANGUAGE
denkenV,denken::V,1415,THINK (REFLECT),THINK_(REFLECT),THINKING
glaubenV,glauben::V,1890,BELIEVE,BELIEVE,THINKING
bemerkenV,bemerken::V,2893,NOTICE (SOMETHING),NOTICE,THINKING
erkennenV,erkennen::V,2870,RECOGNIZE (SOMEBODY),RECOGNIZE,THINKING
begreifenV,begreifen::V,,,UNDERSTAND,THINKING
verstehenV,verstehen::V,1536,UNDERSTAND,UNDERSTAND_(ACOUSTICALLY),THINKING
lernenV,lernen::V,504,LEARN,LEARN,THINKING
wissenV,wissen::V,1410,KNOW (SOMETHING),KNOW_(SOMETHING),THINKING
sicherinnernanV,sich erinnern an::V,707,REMEMBER,REMEMBER,THINKING
vergessenV,vergessen::V,1523,FORGET,FORGET,THINKING
messenV,messen::V,1506,MEASURE,MEASURE,MATHEMATICS
zahlenV,zählen::V,1420,COUNT,COUNT,CLASSIFICATION
rechnenV,rechnen::V,2867,CALCULATE,CALCULATE,MATHEMATICS
lesenV,lesen::V,724,READ,READ,WRITING
malenV,malen::V,2001,PAINTING,PAINTING,WRITING
zeichnenV,zeichnen::V,,,DRAW_(WITH_PEN),WRITING
schreibenV,schreiben::V,1672,WRITE,WRITE,WRITING
besitzenV,besitzen::V,684,OWN,OWN,TRADE
kaufenV,kaufen::V,1869,BUY,BUY,TRADE
verkaufenV,verkaufen::V,1571,SELL,SELL,TRADE
bezahlenV,bezahlen::V,,,PAY_FOR,TRADE
zahlenV,zahlen::V,,,PAY,TRADE
beherrschenV,beherrschen::V,1846,RULE,RULE,POLITICS
ertragenV,ertragen::V,833,ENDURE,ENDURE,THINKING
